title,genres
Bitter Moon (1992),['Drama']
"Apple Dumpling Gang, The (1975)","[""Children's"", 'Comedy', 'Western']"
"Stranger, The (1994)",['Action']
Once Upon a Time in the West (1969),['Western']
"Big Lebowski, The (1998)","['Comedy', 'Crime', 'Mystery', 'Thriller']"
White Man's Burden (1995),['Drama']
"Flintstones, The (1994)","[""Children's"", 'Comedy']"
Cutthroat Island (1995),"['Action', 'Adventure', 'Romance']"
Set It Off (1996),"['Action', 'Crime']"
Wishmaster (1997),['Horror']
"Preacher's Wife, The (1996)",['Drama']
Passion Fish (1992),['Drama']
In Love and War (1996),"['Romance', 'War']"
Paris Is Burning (1990),['Documentary']
"Paris, Texas (1984)",['Drama']
Richie Rich (1994),"[""Children's"", 'Comedy']"
Airheads (1994),['Comedy']
C'est arrivé près de chez vous (1992),"['Comedy', 'Crime', 'Drama']"
Milk Money (1994),"['Comedy', 'Romance']"
Judge Dredd (1995),"['Action', 'Adventure', 'Sci-Fi']"
Othello (1995),['Drama']
"Old Man and the Sea, The (1958)","['Adventure', 'Drama']"
"Man Who Knew Too Little, The (1997)","['Comedy', 'Mystery']"
"Truman Show, The (1998)",['Drama']
Gold Diggers: The Secret of Bear Mountain (1995),"['Adventure', ""Children's""]"
Girl 6 (1996),['Comedy']
"Sweet Hereafter, The (1997)",['Drama']
"Prophecy II, The (1998)",['Horror']
Geronimo: An American Legend (1993),"['Drama', 'Western']"
I Shot Andy Warhol (1996),['Drama']
"Newton Boys, The (1998)","['Crime', 'Drama']"
"Perfect Candidate, A (1996)",['Documentary']
Night Falls on Manhattan (1997),"['Crime', 'Drama']"
"Tin Drum, The (Blechtrommel, Die) (1979)",['Drama']
Aladdin and the King of Thieves (1996),"['Animation', ""Children's"", 'Comedy']"
Nil By Mouth (1997),['Drama']
Santa with Muscles (1996),['Comedy']
"Boys, Les (1997)",['Comedy']
"Pest, The (1997)",['Comedy']
Flirt (1995),['Drama']
M. Butterfly (1993),['Drama']
Maya Lin: A Strong Clear Vision (1994),['Documentary']
Two if by Sea (1996),"['Comedy', 'Romance']"
"Pompatus of Love, The (1996)","['Comedy', 'Drama']"
My Own Private Idaho (1991),['Drama']
Head Above Water (1996),"['Comedy', 'Thriller']"
Squeeze (1996),['Drama']
Even Cowgirls Get the Blues (1993),"['Comedy', 'Romance']"
"Boys of St. Vincent, The (1993)",['Drama']
Ghosts of Mississippi (1996),['Drama']
"Awfully Big Adventure, An (1995)",['Drama']
Heidi Fleiss: Hollywood Madam (1995),['Documentary']
"Machine, The (1994)","['Comedy', 'Horror']"
Little Big League (1994),"[""Children's"", 'Comedy']"
Party Girl (1995),['Comedy']
"Great Day in Harlem, A (1994)",['Documentary']
"Candidate, The (1972)",['Drama']
"Tie That Binds, The (1995)",['Thriller']
Catwalk (1995),['Documentary']
Rhyme & Reason (1997),['Documentary']
Burnt By the Sun (1994),['Drama']
"Farewell to Arms, A (1932)","['Romance', 'War']"
"Fear, The (1995)",['Horror']
Life with Mikey (1993),['Comedy']
Speed 2: Cruise Control (1997),"['Action', 'Romance', 'Thriller']"
"Last Time I Saw Paris, The (1954)",['Drama']
That Old Feeling (1997),"['Comedy', 'Romance']"
Madame Butterfly (1995),['Musical']
"Maybe, Maybe Not (Bewegte Mann, Der) (1994)",['Comedy']
"Howling, The (1981)","['Comedy', 'Horror']"
Fear of a Black Hat (1993),['Comedy']
Hard Rain (1998),"['Action', 'Thriller']"
Anastasia (1997),"['Animation', ""Children's"", 'Musical']"
For Whom the Bell Tolls (1943),"['Adventure', 'War']"
"Browning Version, The (1994)",['Drama']
Tetsuo II: Body Hammer (1992),['Sci-Fi']
Little Buddha (1993),['Drama']
Fathers' Day (1997),['Comedy']
Amityville 1992: It's About Time (1992),['Horror']
Sunset Park (1996),['Drama']
"Funeral, The (1996)",['Drama']
Love and a .45 (1994),['Thriller']
"Inspector General, The (1949)",['Musical']
I'm Not Rappaport (1996),['Comedy']
When a Man Loves a Woman (1994),['Drama']
Nobody's Fool (1994),['Drama']
Deep Rising (1998),"['Action', 'Horror', 'Sci-Fi']"
Metro (1997),['Action']
Fair Game (1995),['Action']
Mrs. Dalloway (1997),['Romance']
I'll Do Anything (1994),"['Comedy', 'Drama']"
Pie in the Sky (1995),"['Comedy', 'Romance']"
"Substance of Fire, The (1996)",['Drama']
"Swan Princess, The (1994)","['Animation', ""Children's""]"
Gone Fishin' (1997),['Comedy']
Flipper (1996),"['Adventure', ""Children's""]"
Madonna: Truth or Dare (1991),['Documentary']
One Night Stand (1997),['Drama']
Guilty as Sin (1993),"['Crime', 'Drama', 'Thriller']"
Trial and Error (1997),"['Comedy', 'Romance']"
Bad Taste (1987),"['Comedy', 'Horror']"
Citizen Ruth (1996),"['Comedy', 'Drama']"
Halloween: The Curse of Michael Myers (1995),"['Horror', 'Thriller']"
Albino Alligator (1996),"['Crime', 'Thriller']"
Mina Tannenbaum (1994),['Drama']
"Tango Lesson, The (1997)",['Romance']
Margaret's Museum (1995),['Drama']
For Richer or Poorer (1997),['Comedy']
Three Wishes (1995),['Drama']
"Innocent Sleep, The (1995)",['Crime']
"Grass Harp, The (1995)",['Drama']
Blue in the Face (1995),['Comedy']
I Can't Sleep (J'ai pas sommeil) (1994),"['Drama', 'Thriller']"
Vermin (1998),['Comedy']
Nosferatu a Venezia (1986),['Horror']
Mr. Wrong (1996),['Comedy']
Exotica (1994),['Drama']
"Big Squeeze, The (1996)","['Comedy', 'Drama']"
Herbie Rides Again (1974),"['Adventure', ""Children's"", 'Comedy']"
Love Affair (1994),"['Drama', 'Romance']"
"Sum of Us, The (1994)",['Comedy']
'Til There Was You (1997),"['Drama', 'Romance']"
"Bye Bye, Love (1995)",['Comedy']
Beyond Bedlam (1993),"['Drama', 'Horror']"
Hard Eight (1996),"['Crime', 'Thriller']"
Ayn Rand: A Sense of Life (1997),['Documentary']
Good Morning (1971),['unknown']
Chasers (1994),['Comedy']
In the Mouth of Madness (1995),"['Horror', 'Thriller']"
Double Team (1997),['Action']
Cats Don't Dance (1997),"['Animation', ""Children's"", 'Musical']"
Carried Away (1996),"['Drama', 'Romance']"
"Little Princess, The (1939)","[""Children's"", 'Drama']"
"Getaway, The (1994)",['Action']
Underground (1995),['War']
Hugo Pool (1997),['Romance']
Heavy (1995),"['Drama', 'Romance']"
"White Balloon, The (1995)",['Drama']
Robocop 3 (1993),"['Sci-Fi', 'Thriller']"
Hear My Song (1991),['Comedy']
Reckless (1995),['Comedy']
Mortal Kombat (1995),"['Action', 'Adventure']"
Caro Diario (Dear Diary) (1994),"['Comedy', 'Drama']"
Faust (1994),['Animation']
Beverly Hills Cop III (1994),"['Action', 'Comedy']"
Meet John Doe (1941),['Drama']
"Very Natural Thing, A (1974)",['Drama']
Indian Summer (1996),"['Comedy', 'Drama']"
Village of the Damned (1995),"['Horror', 'Thriller']"
Fearless (1993),['Drama']
Love & Human Remains (1993),['Comedy']
Drunks (1995),['Drama']
Roseanna's Grave (For Roseanna) (1997),"['Comedy', 'Romance']"
Paris Was a Woman (1995),['Documentary']
Faces (1968),['Drama']
Jingle All the Way (1996),"['Adventure', ""Children's"", 'Comedy']"
"Fille seule, La (A Single Girl) (1995)",['Drama']
Little Lord Fauntleroy (1936),['Drama']
Bloodsport 2 (1995),['Action']
Pather Panchali (1955),['Drama']
True Crime (1995),"['Mystery', 'Thriller']"
Mortal Kombat: Annihilation (1997),"['Action', 'Adventure']"
Cabin Boy (1994),['Comedy']
Blood & Wine (1997),['Drama']
Marked for Death (1990),"['Action', 'Drama']"
Phantoms (1998),['Horror']
Body Parts (1991),['Horror']
Panther (1995),['Drama']
"Star Maker, The (Uomo delle stelle, L') (1995)",['Drama']
"Goofy Movie, A (1995)","['Animation', ""Children's"", 'Comedy', 'Romance']"
Audrey Rose (1977),['Horror']
Vampire in Brooklyn (1995),"['Comedy', 'Romance']"
"Road to Wellville, The (1994)",['Comedy']
Fluke (1995),"[""Children's"", 'Drama']"
Cronos (1992),['Horror']
Kaspar Hauser (1993),['Drama']
Turbo: A Power Rangers Movie (1997),"['Action', 'Adventure', ""Children's""]"
Ill Gotten Gains (1997),['Drama']
"Other Voices, Other Rooms (1997)",['Drama']
"Search for One-eye Jimmy, The (1996)",['Comedy']
Princess Caraboo (1994),['Drama']
"War, The (1994)","['Adventure', 'Drama']"
Bad Girls (1994),['Western']
Free Willy 2: The Adventure Home (1995),"['Adventure', ""Children's"", 'Drama']"
Senseless (1998),['Comedy']
Lost in Space (1998),"['Action', 'Sci-Fi', 'Thriller']"
Stripes (1981),['Comedy']
Falling in Love Again (1980),['Comedy']
Tom & Viv (1994),['Drama']
Gabbeh (1996),['Drama']
1-900 (1994),['Romance']
"Innocents, The (1961)",['Thriller']
"Colonel Chabert, Le (1994)","['Drama', 'Romance', 'War']"
Jefferson in Paris (1995),['Drama']
Heaven & Earth (1993),"['Action', 'Drama', 'War']"
"Walk in the Sun, A (1945)",['Drama']
Palmetto (1998),"['Film-Noir', 'Mystery', 'Thriller']"
Boy's Life 2 (1997),['Drama']
"Cry, the Beloved Country (1995)",['Drama']
Tom and Huck (1995),"['Adventure', ""Children's""]"
Fall (1997),['Romance']
Aiqing wansui (1994),['Drama']
T-Men (1947),['Film-Noir']
Lotto Land (1995),['Drama']
Love Is All There Is (1996),"['Comedy', 'Drama']"
Withnail and I (1987),['Comedy']
"Last Time I Committed Suicide, The (1997)",['Drama']
"Pagemaster, The (1994)","['Action', 'Adventure', 'Animation', ""Children's"", 'Fantasy']"
Johns (1996),['Drama']
"Mighty, The (1998)",['Drama']
North (1994),['Comedy']
Dunston Checks In (1996),['Comedy']
King of the Hill (1993),['Drama']
Dear God (1996),['Comedy']
Late Bloomers (1996),['Comedy']
Police Story 4: Project S (Chao ji ji hua) (1993),['Action']
8 Seconds (1994),['Drama']
"Wonderful, Horrible Life of Leni Riefenstahl, The (1993)",['Documentary']
Bad Moon (1996),['Horror']
Wild Things (1998),"['Crime', 'Drama', 'Mystery', 'Thriller']"
Kansas City (1996),['Crime']
Strawberry and Chocolate (Fresa y chocolate) (1993),['Drama']
"Turning, The (1992)",['Drama']
For the Moment (1994),"['Romance', 'War']"
Color of Night (1994),"['Drama', 'Thriller']"
"Collectionneuse, La (1967)",['Drama']
Stonewall (1995),['Drama']
Anna (1996),['Drama']
Brother Minister: The Assassination of Malcolm X (1994),['Documentary']
Traveller (1997),['Drama']
"Damsel in Distress, A (1937)","['Comedy', 'Musical', 'Romance']"
Love and Other Catastrophes (1996),['Romance']
Wild America (1997),"['Adventure', ""Children's""]"
An Unforgettable Summer (1994),['Drama']
Jason's Lyric (1994),"['Crime', 'Drama']"
Two Deaths (1995),['Drama']
Venice/Venice (1992),['Drama']
Safe Passage (1994),['Drama']
Before the Rain (Pred dozhdot) (1994),['Drama']
Tigrero: A Film That Was Never Made (1994),"['Documentary', 'Drama']"
Jimmy Hollywood (1994),['Comedy']
Blood Beach (1981),"['Action', 'Horror']"
"Man of No Importance, A (1994)",['Drama']
"Amityville Curse, The (1990)",['Horror']
I Don't Want to Talk About It (De eso no se habla) (1993),['Drama']
Shooting Fish (1997),['Romance']
Daens (1992),['Drama']
Welcome To Sarajevo (1997),"['Drama', 'War']"
Beat the Devil (1954),"['Comedy', 'Drama']"
Carmen Miranda: Bananas Is My Business (1994),['Documentary']
Twin Town (1997),"['Comedy', 'Crime']"
Far From Home: The Adventures of Yellow Dog (1995),"['Adventure', ""Children's""]"
"Little Rascals, The (1994)","[""Children's"", 'Comedy']"
My Crazy Life (Mi vida loca) (1993),['Drama']
"Forbidden Christ, The (Cristo proibito, Il) (1950)",['Drama']
"Outlaw, The (1943)",['Western']
"Designated Mourner, The (1997)",['Drama']
"Secret Adventures of Tom Thumb, The (1993)","['Adventure', ""Children's""]"
"Queen Margot (Reine Margot, La) (1994)","['Drama', 'Romance']"
Angel and the Badman (1947),['Western']
Moonlight and Valentino (1995),"['Drama', 'Romance']"
Trust (1990),"['Comedy', 'Drama']"
Nightwatch (1997),"['Horror', 'Thriller']"
Mr. Wonderful (1993),"['Comedy', 'Romance']"
Caught (1996),"['Drama', 'Thriller']"
All Over Me (1997),['Drama']
"Story of Xinghua, The (1993)",['Drama']
Bad Company (1995),['Action']
"Locusts, The (1997)",['Drama']
Race the Sun (1996),['Drama']
Hotel de Love (1996),"['Comedy', 'Romance']"
Frisk (1995),['Drama']
"Promise, The (Versprechen, Das) (1994)",['Romance']
Nothing to Lose (1994),['Drama']
Gumby: The Movie (1995),"['Animation', ""Children's""]"
"Joy Luck Club, The (1993)",['Drama']
Cyclo (1995),"['Crime', 'Drama']"
When Night Is Falling (1995),"['Drama', 'Romance']"
"Sexual Life of the Belgians, The (1994)",['Comedy']
Paradise Road (1997),"['Drama', 'War']"
Killer (Bulletproof Heart) (1994),['Thriller']
Bent (1997),"['Drama', 'War']"
"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)","['Drama', 'Musical']"
"Contempt (Mépris, Le) (1963)",['Drama']
Killer: A Journal of Murder (1995),"['Crime', 'Drama']"
"Journey of August King, The (1995)",['Drama']
New Jersey Drive (1995),"['Crime', 'Drama']"
Jury Duty (1995),['Comedy']
U.S. Marshalls (1998),"['Action', 'Thriller']"
Kim (1950),"[""Children's"", 'Drama']"
National Lampoon's Senior Trip (1995),['Comedy']
Picture Bride (1995),"['Drama', 'Romance']"
"Bloody Child, The (1996)","['Drama', 'Thriller']"
"Cement Garden, The (1993)",['Drama']
Prisoner of the Mountains (Kavkazsky Plennik) (1996),['War']
"Steal Big, Steal Little (1995)",['Comedy']
Hurricane Streets (1998),['Drama']
Yankee Zulu (1994),"['Comedy', 'Drama']"
Midnight Dancers (Sibak) (1994),"['Comedy', 'Drama']"
Duoluo tianshi (1995),['Drama']
"Eye of Vichy, The (Oeil de Vichy, L') (1993)",['Documentary']
Love in the Afternoon (1957),"['Comedy', 'Romance']"
Dangerous Beauty (1998),['Drama']
Golden Earrings (1947),"['Adventure', 'Romance']"
Destiny Turns on the Radio (1995),['Comedy']
Alphaville (1965),['Sci-Fi']
Twisted (1996),"['Comedy', 'Drama']"
"Run of the Country, The (1995)",['Drama']
Lashou shentan (1992),"['Action', 'Crime', 'Drama']"
Switchback (1997),['Thriller']
"Bewegte Mann, Der (1994)",['Comedy']
In the Realm of the Senses (Ai no corrida) (1976),['Drama']
Trial by Jury (1994),['Thriller']
Full Speed (1996),['Drama']
Crossfire (1947),"['Crime', 'Film-Noir']"
Across the Sea of Time (1995),['Documentary']
Raw Deal (1948),['Film-Noir']
Frankie Starlight (1995),"['Drama', 'Romance']"
Cosi (1996),['Comedy']
For Ever Mozart (1996),['Drama']
"Promesse, La (1996)",['Drama']
"Visitors, The (Visiteurs, Les) (1993)","['Comedy', 'Sci-Fi']"
Liebelei (1933),['Romance']
"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",['Documentary']
"Leopard Son, The (1996)",['Documentary']
Gang Related (1997),['Crime']
Best Men (1997),"['Action', 'Comedy', 'Crime', 'Drama']"
Babyfever (1994),"['Comedy', 'Drama']"
Stefano Quantestorie (1993),"['Comedy', 'Drama']"
"Good Man in Africa, A (1994)","['Action', 'Adventure']"
Celestial Clockwork (1994),['Comedy']
Commandments (1997),['Romance']
"World of Apu, The (Apur Sansar) (1959)",['Drama']
Ed (1996),['Comedy']
"Man in the Iron Mask, The (1998)","['Action', 'Drama', 'Romance']"
"Man from Down Under, The (1943)",['Drama']
Lassie (1994),"['Adventure', ""Children's""]"
Mercury Rising (1998),"['Action', 'Drama', 'Thriller']"
Two Bits (1995),['Drama']
Schizopolis (1996),['Comedy']
Star Kid (1997),"['Adventure', ""Children's"", 'Fantasy', 'Sci-Fi']"
Mille bolle blu (1993),['Comedy']
Suture (1993),"['Film-Noir', 'Thriller']"
Mondo (1996),['Drama']
Country Life (1994),"['Drama', 'Romance']"
Century (1993),['Drama']
Double Happiness (1994),['Drama']
Sprung (1997),['Comedy']
"Big Bang Theory, The (1994)",['Crime']
Land Before Time III: The Time of the Great Giving (1995) (V),"['Animation', ""Children's""]"
In the Army Now (1994),"['Comedy', 'War']"
Larger Than Life (1996),['Comedy']
"Magic Hour, The (1998)",['Drama']
Stranger in the House (1997),['Thriller']
"Show, The (1995)",['Documentary']
Gilligan's Island: The Movie (1998),['Comedy']
Bliss (1997),"['Drama', 'Romance']"
Stalker (1979),"['Mystery', 'Sci-Fi']"
Nelly & Monsieur Arnaud (1995),['Drama']
"Cure, The (1995)",['Drama']
Infinity (1996),['Drama']
House Party 3 (1994),['Comedy']
New York Cop (1996),"['Action', 'Crime']"
Boys in Venice (1996),['Drama']
To Be or Not to Be (1942),"['Comedy', 'Drama', 'War']"
Grace of My Heart (1996),"['Comedy', 'Drama']"
Salut cousin! (1996),"['Comedy', 'Drama']"
"To Have, or Not (1995)",['Drama']
Buddy (1997),"['Adventure', ""Children's"", 'Drama']"
"Lay of the Land, The (1997)","['Comedy', 'Drama']"
Waiting to Exhale (1995),"['Comedy', 'Drama']"
Pushing Hands (1992),['Comedy']
Boys (1996),['Drama']
Terror in a Texas Town (1958),['Western']
Carpool (1996),"['Comedy', 'Crime']"
Dangerous Ground (1997),['Drama']
"Winter Guest, The (1997)",['Drama']
Clean Slate (Coup de Torchon) (1981),['Crime']
Fire on the Mountain (1996),['Documentary']
Touki Bouki (Journey of the Hyena) (1973),['Drama']
Dream Man (1995),['Thriller']
"Ciao, Professore! (1993)",['Drama']
City of Industry (1997),"['Crime', 'Thriller']"
Dream With the Fishes (1997),['Drama']
Aparajito (1956),['Drama']
"Next Karate Kid, The (1994)","['Action', ""Children's""]"
Nowhere (1997),['Drama']
"I, Worst of All (Yo, la peor de todas) (1990)",['Drama']
Mad Dog Time (1996),['Crime']
Amityville 3-D (1983),['Horror']
Romper Stomper (1992),"['Action', 'Drama']"
Baton Rouge (1988),['Thriller']
Daniel Defoe's Robinson Crusoe (1996),"[""Children's""]"
Grosse Fatigue (1994),['Comedy']
Burnt Offerings (1976),['Horror']
"Secret Agent, The (1996)",['Drama']
"Letter From Death Row, A (1998)","['Crime', 'Drama']"
Ladybird Ladybird (1994),['Drama']
Angela (1995),['Drama']
Desert Winds (1995),['Drama']
Last Summer in the Hamptons (1995),"['Comedy', 'Drama']"
Calendar Girl (1993),['Drama']
Being Human (1993),['Drama']
Broken English (1996),['Drama']
Witness (1985),"['Drama', 'Romance', 'Thriller']"
American Dream (1990),['Documentary']
Nemesis 2: Nebula (1995),"['Action', 'Sci-Fi', 'Thriller']"
Love Serenade (1996),['Comedy']
Angel on My Shoulder (1946),"['Crime', 'Drama']"
Germinal (1993),['Drama']
"Wedding Gift, The (1994)",['Drama']
Here Comes Cookie (1935),['Comedy']
Grateful Dead (1995),['Documentary']
"Underneath, The (1995)","['Mystery', 'Thriller']"
Hostile Intentions (1994),"['Action', 'Drama', 'Thriller']"
Legal Deceit (1997),['Thriller']
Two or Three Things I Know About Her (1966),['Drama']
Blood For Dracula (Andy Warhol's Dracula) (1974),['Horror']
Foreign Student (1994),['Drama']
Three Lives and Only One Death (1996),['Comedy']
"Amazing Panda Adventure, The (1995)","['Adventure', ""Children's""]"
Death in Brunswick (1991),['Comedy']
Night Flier (1997),['Horror']
"Cérémonie, La (1995)",['Drama']
"Hungarian Fairy Tale, A (1987)",['Fantasy']
Children of the Revolution (1996),['Comedy']
"Object of My Affection, The (1998)","['Comedy', 'Romance']"
"Vie est belle, La (Life is Rosey) (1987)","['Comedy', 'Drama']"
Vermont Is For Lovers (1992),"['Comedy', 'Romance']"
Gordy (1995),['Comedy']
"Price Above Rubies, A (1998)",['Drama']
Losing Chase (1996),['Drama']
"Crude Oasis, The (1995)",['Romance']
"Simple Twist of Fate, A (1994)",['Drama']
Above the Rim (1994),['Drama']
The Deadly Cure (1996),['Action']
Naked in New York (1994),"['Comedy', 'Romance']"
Wild Reeds (1994),['Drama']
All Things Fair (1996),['Drama']
"Neon Bible, The (1995)",['Drama']
Office Killer (1997),['Thriller']
"Sixth Man, The (1997)",['Comedy']
Nina Takes a Lover (1994),"['Comedy', 'Romance']"
Blue Chips (1994),['Drama']
"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)","['Comedy', 'Romance']"
Boys Life (1995),['Drama']
"Enfer, L' (1994)",['Drama']
Warriors of Virtue (1997),"['Action', 'Adventure', ""Children's"", 'Fantasy']"
"Invitation, The (Zaproszenie) (1986)",['Drama']
Bhaji on the Beach (1993),"['Comedy', 'Drama']"
Hush (1998),['Thriller']
Chairman of the Board (1998),['Comedy']
"Wooden Man's Bride, The (Wu Kui) (1994)",['Drama']
"Beans of Egypt, Maine, The (1994)",['Drama']
B*A*P*S (1997),['Comedy']
"Spanish Prisoner, The (1997)","['Drama', 'Thriller']"
Coldblooded (1995),['Action']
Girl in the Cadillac (1995),['Drama']
"Hunted, The (1995)",['Action']
"Reluctant Debutante, The (1958)","['Comedy', 'Drama']"
Quartier Mozart (1992),['Comedy']
American Buffalo (1996),['Drama']
A Chef in Love (1996),['Comedy']
Nénette et Boni (1996),['Drama']
"Leading Man, The (1996)",['Romance']
Someone Else's America (1995),['Drama']
"Day the Sun Turned Cold, The (Tianguo niezi) (1994)",['Drama']
"Big One, The (1997)","['Comedy', 'Documentary']"
Little City (1998),"['Comedy', 'Romance']"
Open Season (1996),['Comedy']
Hollow Reed (1996),['Drama']
Tough and Deadly (1995),"['Action', 'Drama', 'Thriller']"
"Truth or Consequences, N.M. (1997)","['Action', 'Crime', 'Romance']"
Some Mother's Son (1996),['Drama']
Wend Kuuni (God's Gift) (1982),['Drama']
Nico Icon (1995),['Documentary']
S.F.W. (1994),['Drama']
Lamerica (1994),['Drama']
"Quiet Room, The (1996)",['Drama']
Fausto (1993),['Comedy']
Guantanamera (1994),['Comedy']
Entertaining Angels: The Dorothy Day Story (1996),['Drama']
Lady of Burlesque (1943),"['Comedy', 'Mystery']"
Sudden Manhattan (1996),['Comedy']
Shopping (1994),"['Action', 'Thriller']"
Harlem (1993),['Drama']
The Courtyard (1995),"['Action', 'Thriller']"
"Favor, The (1994)","['Comedy', 'Romance']"
"Shooter, The (1995)",['Action']
"Gate of Heavenly Peace, The (1995)",['Documentary']
Target (1995),"['Action', 'Drama']"
Bitter Sugar (Azucar Amargo) (1996),['Drama']
"Butcher Boy, The (1998)",['Drama']
"Savage Nights (Nuits fauves, Les) (1992)",['Drama']
Small Faces (1995),['Drama']
Getting Even with Dad (1994),['Comedy']
Time Tracers (1995),"['Action', 'Adventure', 'Sci-Fi']"
Johnny 100 Pesos (1993),"['Action', 'Drama']"
"New Age, The (1994)",['Drama']
"Walking Dead, The (1995)","['Drama', 'War']"
Wings of Courage (1995),"['Adventure', 'Romance']"
Butterfly Kiss (1995),['Thriller']
Rough Magic (1995),"['Drama', 'Romance']"
Men With Guns (1997),"['Action', 'Drama']"
Land and Freedom (Tierra y libertad) (1995),['War']
King of New York (1990),"['Action', 'Crime']"
Hana-bi (1997),"['Comedy', 'Crime', 'Drama']"
Sliding Doors (1998),"['Drama', 'Romance']"
Angel Baby (1995),['Drama']
Underworld (1997),['Thriller']
"Woman in Question, The (1950)",['Mystery']
"Symphonie pastorale, La (1946)",['Drama']
MURDER and murder (1996),"['Crime', 'Drama', 'Mystery']"
8 Heads in a Duffel Bag (1997),['Comedy']
Tokyo Fist (1995),"['Action', 'Drama']"
Twilight (1998),"['Crime', 'Drama']"
Jupiter's Wife (1994),['Documentary']
Nothing Personal (1995),"['Drama', 'War']"
Temptress Moon (Feng Yue) (1996),['Romance']
"Saint of Fort Washington, The (1993)",['Drama']
Etz Hadomim Tafus (Under the Domin Tree) (1994),['Drama']
It Takes Two (1995),['Comedy']
"Paris, France (1993)",['Comedy']
"Low Life, The (1994)",['Drama']
"Mostro, Il (1994)",['Comedy']
Kika (1993),['Drama']
Mirage (1995),"['Action', 'Thriller']"
"Bonheur, Le (1965)",['Drama']
Á köldum klaka (Cold Fever) (1994),"['Comedy', 'Drama']"
Sweet Nothing (1995),['Drama']
B. Monkey (1998),"['Romance', 'Thriller']"
"Death in the Garden (Mort en ce jardin, La) (1956)",['Drama']
Ripe (1996),['Drama']
Ed's Next Move (1996),['Comedy']
Two Friends (1986),['Drama']
Men of Means (1998),"['Action', 'Drama']"
"Niagara, Niagara (1997)",['Drama']
Spirits of the Dead (Tre passi nel delirio) (1968),['Horror']
"Glass Shield, The (1994)",['Drama']
"Slingshot, The (1993)","['Comedy', 'Drama']"
"Scarlet Letter, The (1926)",['Drama']
Condition Red (1995),"['Action', 'Drama', 'Thriller']"
Mat' i syn (1997),['Drama']
Careful (1992),['Comedy']
They Made Me a Criminal (1939),"['Crime', 'Drama']"
Marlene Dietrich: Shadow and Light (1996),['Documentary']
Shadows (Cienie) (1988),['Drama']
"Wife, The (1995)","['Comedy', 'Drama']"
"War at Home, The (1996)",['Drama']
JLG/JLG - autoportrait de décembre (1994),"['Documentary', 'Drama']"
Intimate Relations (1996),['Comedy']
Wedding Bell Blues (1996),['Comedy']
To Cross the Rubicon (1991),['Drama']
He Walked by Night (1948),"['Crime', 'Film-Noir', 'Thriller']"
Pharaoh's Army (1995),['War']
My Favorite Season (1993),['Drama']
"Further Gesture, A (1996)",['Drama']
"Brother's Kiss, A (1997)",['Drama']
August (1996),['Drama']
Tainted (1998),"['Comedy', 'Thriller']"
Hedd Wyn (1992),['Drama']
Shadow of Angels (Schatten der Engel) (1976),['Drama']
Brothers in Trouble (1995),['Drama']
You So Crazy (1994),['Comedy']
Normal Life (1996),"['Crime', 'Drama']"
"Next Step, The (1995)",['Drama']
"Sunchaser, The (1996)",['Drama']
Sleepover (1995),"['Comedy', 'Drama']"
Everest (1998),['Documentary']
Nobody Loves Me (Keiner liebt mich) (1994),"['Comedy', 'Drama']"
Getting Away With Murder (1996),['Comedy']
Scream of Stone (Schrei aus Stein) (1991),['Drama']
Mamma Roma (1962),['Drama']
"Eighth Day, The (1996)",['Drama']
Girls Town (1996),['Drama']
"Silence of the Palace, The (Saimt el Qusur) (1994)",['Drama']
Dadetown (1995),['Documentary']
